Observation time UTC,Frequency [D/H],Maximum Temperature [Deg C],Data Source (max temp),Minimum Temperature [Deg C],Data Source (min temp),Grass Temperature [Deg C],Data Source (grass temp),Period (max temp),Period (min temp),Period (grass temp),Mean Temperature [Deg C],Period (mean temp),Data Source (mean temp),Mean Relative Humidity [percent]
2024-10-14T20:00:00Z,D,12.7,D,6.2,D,,,24,24,,9.5,24,D,87
2024-10-15T20:00:00Z,D,14.1,D,4.7,D,,,24,24,,9.4,24,D,87
2024-10-16T20:00:00Z,D,16.2,D,3.2,D,,,24,24,,9.7,24,D,82
2024-10-17T20:00:00Z,D,14.5,D,6.8,D,,,24,24,,10.7,24,D,81
2024-10-18T20:00:00Z,D,15.1,D,8.3,D,,,24,24,,11.7,24,D,77
2024-10-19T20:00:00Z,D,15.4,D,8.4,D,,,24,24,,11.9,24,D,82
2024-10-20T20:00:00Z,D,16,D,4.6,D,,,24,24,,10.3,24,D,82
2024-10-21T20:00:00Z,D,16.8,D,8,D,,,24,24,,12.4,24,D,82
2024-10-22T20:00:00Z,D,15.2,D,8.2,D,,,24,24,,11.7,24,D,89
2024-10-23T20:00:00Z,D,15.8,D,9.1,D,,,24,24,,12.5,24,D,90
2024-10-24T20:00:00Z,D,17.8,D,10.9,D,,,24,24,,14.3,24,D,85
2024-10-25T20:00:00Z,D,18.1,D,12.8,D,,,24,24,,15.5,24,D,92
2024-10-26T20:00:00Z,D,15.5,D,10.2,D,,,24,24,,12.9,24,D,100
2024-10-27T20:00:00Z,D,16.4,D,7.3,D,,,24,24,,11.9,24,D,84
2024-10-28T20:00:00Z,D,14.1,D,7.1,D,,,24,24,,10.6,24,D,86
2024-10-29T20:00:00Z,D,15.1,D,6.5,D,,,24,24,,10.8,24,D,92
2024-10-30T20:00:00Z,D,14.3,D,7.2,D,,,24,24,,10.8,24,D,84
2024-10-31T20:00:00Z,D,14.7,D,7.8,D,,,24,24,,11.3,24,D,90
2024-11-01T20:00:00Z,D,16.8,D,9.1,D,,,24,24,,13,24,D,85
2024-11-02T20:00:00Z,D,17,D,6.2,D,,,24,24,,11.6,24,D,85
2024-11-03T20:00:00Z,D,14.4,D,6.2,D,,,24,24,,10.3,24,D,73
2024-11-04T20:00:00Z,D,14.8,D,5.4,D,,,24,24,,10.1,24,D,78
2024-11-05T20:00:00Z,D,15.5,D,9.3,D,,,24,24,,12.4,24,D,83
2024-11-06T20:00:00Z,D,17.5,D,11.2,D,,,24,24,,14.4,24,D,91
2024-11-07T20:00:00Z,D,19.1,D,11.1,D,,,24,24,,15.1,24,D,87
2024-11-08T20:00:00Z,D,18.8,D,11.4,D,,,24,24,,15.1,24,D,90
2024-11-09T20:00:00Z,D,19.1,D,12.6,D,,,24,24,,15.9,24,D,90
2024-11-10T20:00:00Z,D,17.1,D,11.2,D,,,24,24,,14.2,24,D,95
2024-11-11T20:00:00Z,D,16.7,D,9.4,D,,,24,24,,13.1,24,D,87
2024-11-12T20:00:00Z,D,18.2,D,10.9,D,,,24,24,,14.6,24,D,85
2024-11-13T20:00:00Z,D,17.1,D,12.2,D,,,24,24,,14.7,24,D,92
2024-11-14T20:00:00Z,D,15.2,D,13.6,D,,,24,24,,14.4,24,D,98
2024-11-15T20:00:00Z,D,15.8,D,10.2,D,,,24,24,,13,24,D,100
2024-11-16T20:00:00Z,D,16.6,D,6.5,D,,,24,24,,11.6,24,D,81
2024-11-17T20:00:00Z,D,16.6,D,7.7,D,,,24,24,,12.2,24,D,79
2024-11-18T20:00:00Z,D,16,D,6,D,,,24,24,,11,24,D,73
2024-11-19T20:00:00Z,D,17.6,D,5.7,D,,,24,24,,11.7,24,D,77
2024-11-20T20:00:00Z,D,16.6,D,8.9,D,,,24,24,,12.8,24,D,86
2024-11-21T20:00:00Z,D,14.9,D,4.7,D,,,24,24,,9.8,24,D,84
2024-11-22T20:00:00Z,D,15.7,D,8.4,D,,,24,24,,12,24,D,75
2024-11-23T20:00:00Z,D,14.7,D,8.4,D,,,24,24,,11.5,24,D,90
2024-11-24T20:00:00Z,D,16.6,D,7.8,D,,,24,24,,12.2,24,D,79
2024-11-25T20:00:00Z,D,15.9,D,10.5,D,,,24,24,,13.2,24,D,87
2024-11-26T20:00:00Z,D,16.3,D,10.7,D,,,24,24,,13.5,24,D,96
2024-11-27T20:00:00Z,D,19.8,D,11.9,D,,,24,24,,15.8,24,D,89
2024-11-28T20:00:00Z,D,20.4,D,11.2,D,,,24,24,,15.8,24,D,87
2024-11-29T20:00:00Z,D,20.2,D,13.8,D,,,24,24,,17,24,D,88
2024-11-30T20:00:00Z,D,16.5,D,12.1,D,,,24,24,,14.3,24,D,100
2024-12-01T20:00:00Z,D,16.6,D,12.2,D,,,24,24,,14.4,24,D,97
2024-12-02T20:00:00Z,D,21.4,D,12.5,D,,,24,24,,17,24,D,90
2024-12-03T20:00:00Z,D,21.1,D,10.4,D,,,24,24,,15.8,24,D,88
2024-12-04T20:00:00Z,D,,,13.6,D,,,,24,,,24,D,
2024-12-05T20:00:00Z,D,22,D,11.8,D,,,24,24,,16.9,24,D,83
2024-12-06T20:00:00Z,D,21.3,D,10,D,,,24,24,,15.7,24,D,82
2024-12-07T20:00:00Z,D,20.9,D,9.8,D,,,24,24,,15.4,24,D,81
2024-12-08T20:00:00Z,D,19.3,D,14.7,D,,,24,24,,17,24,D,88
2024-12-09T20:00:00Z,D,19.6,D,11.5,D,,,24,24,,15.6,24,D,94
2024-12-10T20:00:00Z,D,20,D,8.5,D,,,24,24,,14.3,24,D,82
2024-12-11T20:00:00Z,D,20.9,D,15.4,D,,,24,24,,18.2,24,D,87
2024-12-12T20:00:00Z,D,18.6,D,14.4,D,,,24,24,,16.5,24,D,97
2024-12-13T20:00:00Z,D,21,D,13,D,,,24,24,,17,24,D,86
2024-12-14T20:00:00Z,D,24.8,D,11.3,D,,,24,24,,18.1,24,D,83
2024-12-15T20:00:00Z,D,25.1,D,13.8,D,,,24,24,,19.5,24,D,81
2024-12-16T20:00:00Z,D,17.5,D,13.5,D,,,24,24,,15.5,24,D,96
2024-12-17T20:00:00Z,D,22,D,8.2,D,,,24,24,,15.1,24,D,65
2024-12-18T20:00:00Z,D,22.7,D,12.5,D,,,24,24,,17.6,24,D,64
2024-12-19T20:00:00Z,D,23.3,D,11.4,D,,,24,24,,17.3,24,D,70
2024-12-20T20:00:00Z,D,20.1,D,13,D,,,24,24,,16.6,24,D,86
2024-12-21T20:00:00Z,D,21,D,13.7,D,,,24,24,,17.4,24,D,89
2024-12-22T20:00:00Z,D,22.4,D,13.7,D,,,24,24,,18.1,24,D,84
2024-12-23T20:00:00Z,D,20.4,D,14,D,,,24,24,,17.2,24,D,90
2024-12-24T20:00:00Z,D,22.4,D,9.1,D,,,24,24,,15.8,24,D,79
2024-12-25T20:00:00Z,D,21.1,D,13.3,D,,,24,24,,17.2,24,D,84
2024-12-26T20:00:00Z,D,19.4,D,13.3,D,,,24,24,,16.4,24,D,90
2024-12-27T20:00:00Z,D,21.4,D,10.1,D,,,24,24,,15.8,24,D,65
2024-12-28T20:00:00Z,D,21.1,D,12.7,D,,,24,24,,16.9,24,D,79
2024-12-29T20:00:00Z,D,24.2,D,12.9,D,,,24,24,,18.6,24,D,80
2024-12-30T20:00:00Z,D,22,D,11.2,D,,,24,24,,16.6,24,D,86
2024-12-31T20:00:00Z,D,17.3,D,11,D,,,24,24,,14.2,24,D,79
2025-01-01T20:00:00Z,D,20.5,D,12.8,D,,,24,24,,16.7,24,D,85
2025-01-02T20:00:00Z,D,19.9,D,11.2,D,,,24,24,,15.5,24,D,83
2025-01-03T20:00:00Z,D,20.7,D,10.7,D,,,24,24,,15.7,24,D,83
2025-01-04T20:00:00Z,D,19.3,D,10.8,D,,,24,24,,15,24,D,79
2025-01-05T20:00:00Z,D,18.8,D,8.8,D,,,24,24,,13.8,24,D,80
2025-01-06T20:00:00Z,D,20.6,D,10.7,D,,,24,24,,15.7,24,D,76
2025-01-07T20:00:00Z,D,21.1,D,11.7,D,,,24,24,,16.4,24,D,77
2025-01-08T20:00:00Z,D,19.9,D,12.3,D,,,24,24,,16.1,24,D,90
2025-01-09T20:00:00Z,D,22.5,D,11.2,D,,,24,24,,16.9,24,D,75
2025-01-10T20:00:00Z,D,21.1,D,8.7,D,,,24,24,,14.9,24,D,77
2025-01-11T20:00:00Z,D,22.4,D,10.4,D,,,24,24,,16.4,24,D,73
2025-01-12T20:00:00Z,D,21.6,D,9,D,,,24,24,,15.3,24,D,64
2025-01-13T20:00:00Z,D,20.8,D,10.4,D,,,24,24,,15.6,24,D,76
2025-01-14T20:00:00Z,D,21.7,D,12.1,D,,,24,24,,16.9,24,D,79
2025-01-15T20:00:00Z,D,23.7,D,8.4,D,,,24,24,,16.1,24,D,77
2025-01-16T20:00:00Z,D,23.1,D,14.5,D,,,24,24,,18.8,24,D,75
2025-01-17T20:00:00Z,D,20.3,D,13.4,D,,,24,24,,16.8,24,D,79
2025-01-18T20:00:00Z,D,21.6,D,13.2,D,,,24,24,,17.4,24,D,74
2025-01-19T20:00:00Z,D,22.7,D,13.8,D,,,24,24,,18.3,24,D,73
2025-01-20T20:00:00Z,D,18.9,D,13.1,D,,,24,24,,16,24,D,86
2025-01-21T20:00:00Z,D,18.1,D,14.4,D,,,24,24,,16.3,24,D,92
2025-01-22T20:00:00Z,D,22.9,D,15,D,,,24,24,,19,24,D,85
2025-01-23T20:00:00Z,D,22,D,13.5,D,,,24,24,,17.8,24,D,84
2025-01-24T20:00:00Z,D,22.6,D,12,D,,,24,24,,17.3,24,D,86
2025-01-25T20:00:00Z,D,22.9,D,16.3,D,,,24,24,,19.6,24,D,88
2025-01-26T20:00:00Z,D,19.1,D,13.8,D,,,24,24,,16.5,24,D,97
2025-01-27T20:00:00Z,D,20.6,D,8.5,D,,,24,24,,14.6,24,D,76
2025-01-28T20:00:00Z,D,21.4,D,13.3,D,,,24,24,,17.4,24,D,82
2025-01-29T20:00:00Z,D,21.8,D,13.5,D,,,24,24,,17.7,24,D,88
2025-01-30T20:00:00Z,D,23.7,D,13.7,D,,,24,24,,18.7,24,D,79
2025-01-31T20:00:00Z,D,24.2,D,11.8,D,,,24,24,,18,24,D,83
2025-02-01T20:00:00Z,D,24.1,D,14.1,D,,,24,24,,19.1,24,D,85
2025-02-02T20:00:00Z,D,25.9,D,14.1,D,,,24,24,,20,24,D,82
2025-02-03T20:00:00Z,D,22.4,D,13.8,D,,,24,24,,18.1,24,D,88
2025-02-04T20:00:00Z,D,25,D,11.7,D,,,24,24,,18.4,24,D,83
2025-02-05T20:00:00Z,D,23.7,D,12.5,D,,,24,24,,18.1,24,D,81
2025-02-06T20:00:00Z,D,24.5,D,11.2,D,,,24,24,,17.9,24,D,84
2025-02-07T20:00:00Z,D,22.7,D,15,D,,,24,24,,18.9,24,D,81
2025-02-08T20:00:00Z,D,24.1,D,15.1,D,,,24,24,,19.6,24,D,81
2025-02-09T20:00:00Z,D,25.2,D,14.6,D,,,24,24,,19.9,24,D,82
2025-02-10T20:00:00Z,D,23.4,D,14.8,D,,,24,24,,19.1,24,D,90
2025-02-11T20:00:00Z,D,24.8,D,12.8,D,,,24,24,,18.8,24,D,81
2025-02-12T20:00:00Z,D,23.7,D,10.5,D,,,24,24,,17.1,24,D,78
2025-02-13T20:00:00Z,D,22.8,D,14.7,D,,,24,24,,18.8,24,D,84
2025-02-14T20:00:00Z,D,22.1,D,13.9,D,,,24,24,,18,24,D,84
2025-02-15T20:00:00Z,D,19.8,D,14.4,D,,,24,24,,17.1,24,D,81
2025-02-16T20:00:00Z,D,19.3,D,15.5,D,,,24,24,,17.4,24,D,91
2025-02-17T20:00:00Z,D,20.3,D,16.4,D,,,24,24,,18.3,24,D,98
2025-02-18T20:00:00Z,D,24,D,14.4,D,,,24,24,,19.2,24,D,88
2025-02-19T20:00:00Z,D,23.9,D,15.7,D,,,24,24,,19.8,24,D,90
2025-02-20T20:00:00Z,D,25.3,D,15.6,D,,,24,24,,20.5,24,D,87
2025-02-21T20:00:00Z,D,22.4,D,12.2,D,,,24,24,,17.3,24,D,75
2025-02-22T20:00:00Z,D,21.9,D,11.7,D,,,24,24,,16.8,24,D,78
2025-02-23T20:00:00Z,D,22.6,D,10.9,D,,,24,24,,16.8,24,D,79
2025-02-24T20:00:00Z,D,24.3,D,11.4,D,,,24,24,,17.8,24,D,77
2025-02-25T20:00:00Z,D,24.1,D,9.7,D,,,24,24,,16.9,24,D,85
2025-02-26T20:00:00Z,D,23.2,D,13.4,D,,,24,24,,18.3,24,D,79
2025-02-27T20:00:00Z,D,23.6,D,12.3,D,,,24,24,,18,24,D,83
2025-02-28T20:00:00Z,D,24.2,D,15.8,D,,,24,24,,20,24,D,83
2025-03-01T20:00:00Z,D,23.5,D,12.7,D,,,24,24,,18.1,24,D,90
2025-03-02T20:00:00Z,D,24.1,D,13.9,D,,,24,24,,19,24,D,81
2025-03-03T20:00:00Z,D,23,D,13.8,D,,,24,24,,18.4,24,D,84
2025-03-04T20:00:00Z,D,19.7,D,11.5,D,,,24,24,,15.6,24,D,91
2025-03-05T20:00:00Z,D,21,D,7.3,D,,,24,24,,14.2,24,D,65
2025-03-06T20:00:00Z,D,19.7,D,5.3,D,,,24,24,,12.5,24,D,70
2025-03-07T20:00:00Z,D,21,D,9.6,D,,,24,24,,15.3,24,D,73
2025-03-08T20:00:00Z,D,19.8,D,11.8,D,,,24,24,,15.8,24,D,83
2025-03-09T20:00:00Z,D,23.1,D,11.6,D,,,24,24,,17.4,24,D,60
2025-03-10T20:00:00Z,D,21.1,D,7.2,D,,,24,24,,14.2,24,D,73
2025-03-11T20:00:00Z,D,20.9,D,12.6,D,,,24,24,,16.8,24,D,78
2025-03-12T20:00:00Z,D,20.2,D,8.6,D,,,24,24,,14.4,24,D,89
2025-03-13T20:00:00Z,D,19.7,D,7.9,D,,,24,24,,13.8,24,D,86
2025-03-14T20:00:00Z,D,22.9,D,9.4,D,,,24,24,,16.2,24,D,78
2025-03-15T20:00:00Z,D,23,D,9.3,D,,,24,24,,16.2,24,D,79
2025-03-16T20:00:00Z,D,23.2,D,14,D,,,24,24,,18.6,24,D,83
2025-03-17T20:00:00Z,D,20.5,D,15.2,D,,,24,24,,17.9,24,D,96
2025-03-18T20:00:00Z,D,20.3,D,8.4,D,,,24,24,,14.3,24,D,92
2025-03-19T20:00:00Z,D,16.6,D,10.5,D,,,24,24,,13.6,24,D,93
2025-03-20T20:00:00Z,D,21.2,D,12.7,D,,,24,24,,17,24,D,72
2025-03-21T20:00:00Z,D,23.1,D,8.9,D,,,24,24,,16,24,D,81
2025-03-22T20:00:00Z,D,22.4,D,10.9,D,,,24,24,,16.7,24,D,83
2025-03-23T20:00:00Z,D,22.1,D,12.2,D,,,24,24,,17.2,24,D,83
2025-03-24T20:00:00Z,D,21.4,D,10.5,D,,,24,24,,16,24,D,89
2025-03-25T20:00:00Z,D,24.1,D,12.7,D,,,24,24,,18.4,24,D,86
2025-03-26T20:00:00Z,D,22,D,12,D,,,24,24,,17,24,D,86
2025-03-27T20:00:00Z,D,22,D,13.1,D,,,24,24,,17.6,24,D,86
2025-03-28T20:00:00Z,D,20.8,D,10.9,D,,,24,24,,15.8,24,D,88
2025-03-29T20:00:00Z,D,19.4,D,11.4,D,,,24,24,,15.4,24,D,90
2025-03-30T20:00:00Z,D,21.6,D,7.7,D,,,24,24,,14.7,24,D,85
2025-03-31T20:00:00Z,D,21.2,D,12,D,,,24,24,,16.6,24,D,84
2025-04-01T20:00:00Z,D,21.5,D,14.5,D,,,24,24,,18,24,D,86
2025-04-02T20:00:00Z,D,17.7,D,14.8,D,,,24,24,,16.3,24,D,91
2025-04-03T20:00:00Z,D,16.9,D,14.1,D,,,24,24,,15.5,24,D,99
2025-04-04T20:00:00Z,D,19,D,15,D,,,24,24,,17,24,D,100
2025-04-05T21:00:00Z,D,20.5,D,8.9,D,,,24,24,,14.7,24,D,92
2025-04-06T21:00:00Z,D,20.3,D,13.3,D,,,24,24,,16.8,24,D,89
2025-04-07T21:00:00Z,D,18.9,D,12.8,D,,,24,24,,15.9,24,D,91
2025-04-08T21:00:00Z,D,17.5,D,9.2,D,,,24,24,,13.4,24,D,90
2025-04-09T21:00:00Z,D,17.5,D,5.8,D,,,24,24,,11.7,24,D,78
2025-04-10T21:00:00Z,D,18.4,D,6.2,D,,,24,24,,12.3,24,D,82
2025-04-11T21:00:00Z,D,19.1,D,8.1,D,,,24,24,,13.6,24,D,84
2025-04-12T21:00:00Z,D,20,D,10.7,D,,,24,24,,15.4,24,D,77
